,ENTREZID,SYMBOL,TAIR
30504,832497,SS1,AT5G24300
30505,832498,ABIL3,AT5G24310
30506,832499,NA,AT5G24313
30507,832500,PDE225,AT5G24314
30508,832500,PTAC7,AT5G24314
30509,832500,TAC7,AT5G24314
30510,832501,NA,AT5G24316
30511,3770717,NA,AT5G24318
30512,832502,NA,AT5G24320
30513,832503,ATXR6,AT5G24330
30514,832503,SDG34,AT5G24330
30515,832504,NA,AT5G24340
30516,832505,MIP2,AT5G24350
30517,5008223,NA,AT5G24352
30518,832506,NA,AT5G24355
30519,832507,ATIRE1-1,AT5G24360
30520,832507,AtIRE1b,AT5G24360
30521,832507,IRE1-1,AT5G24360
30522,832507,IRE1B,AT5G24360
30523,832508,NA,AT5G24370
30524,832509,ATYSL2,AT5G24380
30525,832509,YSL2,AT5G24380
30526,832510,NA,AT5G24390
30527,832511,EMB2024,AT5G24400
30528,832511,PGL3,AT5G24400
30529,832512,PGL4,AT5G24410
30530,832513,PGL5,AT5G24420
30531,832514,NA,AT5G24430
30532,832515,CID13,AT5G24440
30533,832516,NA,AT5G24450
30534,832517,NA,AT5G24460
30535,832518,APRR5,AT5G24470
30536,832518,PRR5,AT5G24470
30537,832519,NA,AT5G24480
30538,832520,NA,AT5G24490
30539,832521,NA,AT5G24500
30540,832522,NA,AT5G24510
30541,832523,ATTTG1,AT5G24520
30542,832523,TTG,AT5G24520
30543,832523,TTG1,AT5G24520
30544,832523,URM23,AT5G24520
30545,832524,DMR6,AT5G24530
30546,832525,BGLU31,AT5G24540
30547,832526,BGLU32,AT5G24550
30548,832527,AtPP2-B12,AT5G24560
30549,832527,PP2-B12,AT5G24560
30550,832528,NA,AT5G24570
30551,832529,NA,AT5G24580
30552,832530,ANAC091,AT5G24590
30553,832530,TIP,AT5G24590
30554,832531,NA,AT5G24600
30555,832532,NA,AT5G24610
30556,832533,NA,AT5G24620
30557,832534,BIN4,AT5G24630
30558,832534,MID,AT5G24630
30559,832535,NA,AT5G24640
30560,832536,NA,AT5G24650
30561,832537,LSU4,AT5G24655
30562,832538,LSU2,AT5G24660
30563,832539,EMB2820,AT5G24670
30564,832539,TAD3,AT5G24670
30565,832540,NA,AT5G24680
30566,832541,NA,AT5G24690
30567,832542,NA,AT5G24710
30568,832543,SHBY,AT5G24740
30569,832544,NA,AT5G24750
30570,832545,NA,AT5G24760
30571,832546,ATVSP2,AT5G24770
30572,832546,VSP2,AT5G24770
30573,832547,ATVSP1,AT5G24780
30574,832547,VSP1,AT5G24780
30575,832548,NA,AT5G24790
30576,832549,ATBZIP9,AT5G24800
30577,832549,BZIP9,AT5G24800
30578,832549,BZO2H2,AT5G24800
30579,832550,NA,AT5G24810
30580,832551,NA,AT5G24820
30581,832552,NA,AT5G24830
30582,832553,NA,AT5G24840
30583,832554,CRY3,AT5G24850
30584,832555,ATFPF1,AT5G24860
30585,832555,FPF1,AT5G24860
30586,832556,NA,AT5G24870
30587,6240925,NA,AT5G24879
30588,832557,NA,AT5G24880
30589,832558,NA,AT5G24890
30590,832559,CYP714A2,AT5G24900
30591,832559,ELA2,AT5G24900
30592,832560,CYP714A1,AT5G24910
30593,832560,ELA1,AT5G24910
30594,832562,AtGDU5,AT5G24920
30595,832562,GDU5,AT5G24920
30596,832563,ATCOL4,AT5G24930
30597,832563,BBX5,AT5G24930
30598,832563,COL4,AT5G24930
30599,832564,NA,AT5G24940
30600,832565,CYP71A15,AT5G24950
30601,832566,CYP71A14,AT5G24960
30602,832567,NA,AT5G24970
30603,832568,NA,AT5G24980
30604,832569,NA,AT5G24990
30605,832570,NA,AT5G25000
30606,832571,NA,AT5G25010
30607,832572,NA,AT5G25020
30608,832573,NA,AT5G25030
30609,832574,NA,AT5G25040
30610,832576,NA,AT5G25050
30611,832577,RRC1,AT5G25060
30612,832578,NA,AT5G25070
30613,832579,NA,AT5G25080
30614,832580,AtENODL13,AT5G25090
30615,832580,ENODL13,AT5G25090
30616,832581,NA,AT5G25100
30617,832582,CIPK25,AT5G25110
30618,832582,SnRK3.25,AT5G25110
30619,832583,CYP71B11,AT5G25120
30620,832584,CYP71B12,AT5G25130
30621,832585,CYP71B13,AT5G25140
30622,832586,TAF5,AT5G25150
30623,832587,ZFP3,AT5G25160
30624,832588,NA,AT5G25170
30625,832589,CYP71B14,AT5G25180
30626,832590,ESE3,AT5G25190
30627,832591,NA,AT5G25200
30628,832592,NA,AT5G25210
30629,832593,KNAT3,AT5G25220
30630,832594,NA,AT5G25230
30631,832595,NA,AT5G25240
30632,832596,FLOT1,AT5G25250
30633,832597,NA,AT5G25260
30634,832598,NA,AT5G25265
30635,832599,NA,AT5G25270
30636,832600,NA,AT5G25280
30637,832601,NA,AT5G25290
30638,832602,NA,AT5G25300
30639,832603,NA,AT5G25310
30640,832604,NA,AT5G25320
30641,832605,NA,AT5G25330
30642,832606,NA,AT5G25340
30643,832607,EBF2,AT5G25350
30644,832608,NA,AT5G25360
30645,832609,PLDALPHA3,AT5G25370
30646,832610,CYCA2;1,AT5G25380
30647,832611,SHN3,AT5G25390
30648,832612,NA,AT5G25400
30649,832613,NA,AT5G25410
30650,832614,NA,AT5G25415
30651,832615,NA,AT5G25420
30652,832616,NA,AT5G25425
30653,832617,NA,AT5G25430
30654,832618,NA,AT5G25440
30655,832619,NA,AT5G25450
30656,832620,DGR2,AT5G25460
30657,832621,NA,AT5G25470
30658,832622,NA,AT5G25475
30659,832623,AtDNMT2,AT5G25480
30660,832623,DNMT2,AT5G25480
30661,832624,NA,AT5G25490
30662,832625,NA,AT5G25500
30663,832626,NA,AT5G25510
30664,832627,NA,AT5G25520
30665,832628,NA,AT5G25530
30666,832629,CID6,AT5G25540
30667,832630,NA,AT5G25550
30668,832631,NA,AT5G25560
30669,832632,NA,AT5G25570
30670,832633,NA,AT5G25580
30671,832634,NA,AT5G25590
30672,832635,NA,AT5G25600
30673,832636,ATRD22,AT5G25610
30674,832636,RD22,AT5G25610
30675,832638,AtYUC6,AT5G25620
30676,832638,YUC6,AT5G25620
30677,832639,NA,AT5G25630
30678,832640,NA,AT5G25640
30679,832641,NA,AT5G25750
30680,832643,NA,AT5G25754
30681,832644,NA,AT5G25757
30682,832645,PEX4,AT5G25760
30683,832645,UBC21,AT5G25760
30684,832646,NA,AT5G25770
30685,832647,ATEIF3B-2,AT5G25780
30686,832647,EIF3B,AT5G25780
30687,832647,EIF3B-2,AT5G25780
30688,832648,NA,AT5G25790
30689,832649,NA,AT5G25800
30690,832650,tny,AT5G25810
30691,832651,NA,AT5G25820
30692,832652,GATA12,AT5G25830
30693,832653,NA,AT5G25840
30694,832654,NA,AT5G25850
30695,832655,NA,AT5G25860
30696,832656,NA,AT5G25870
30697,832657,ATNADP-ME3,AT5G25880
30698,832657,NADP-ME3,AT5G25880
30699,832658,IAA28,AT5G25890
30700,832658,IAR2,AT5G25890
30701,832659,ATKO1,AT5G25900
30702,832659,CYP701A3,AT5G25900
30703,832659,GA3,AT5G25900
30704,832660,AtRLP52,AT5G25910
30705,832660,RLP52,AT5G25910
30706,832661,NA,AT5G25920
30707,832662,NA,AT5G25930
30708,832663,NA,AT5G25940
30709,832664,NA,AT5G25950
30710,832665,NA,AT5G25960
30711,832666,NA,AT5G25970
30712,832667,BGLU37,AT5G25980
30713,832667,TGG2,AT5G25980
30714,832668,NA,AT5G25990
30715,832669,AtTGG1,AT5G26000
30716,832669,BGLU38,AT5G26000
30717,832669,TGG1,AT5G26000
30718,832670,NA,AT5G26010
30719,832672,ATFC-I,AT5G26030
30720,832672,FC-I,AT5G26030
30721,832672,FC1,AT5G26030
30722,832673,HDA2,AT5G26040
30723,832674,NA,AT5G26050
30724,832675,NA,AT5G26060
30725,832676,NA,AT5G26070
30726,832677,NA,AT5G26080
30727,832678,NA,AT5G26090
30728,832679,NA,AT5G26100
30729,832680,NA,AT5G26110
30730,832681,ASD2,AT5G26120
30731,832681,ATASD2,AT5G26120
30732,832682,NA,AT5G26130
30733,832683,ATLOG9,AT5G26140
30734,832683,LOG9,AT5G26140
30735,832684,NA,AT5G26150
30736,832685,NA,AT5G26160
30737,832686,ATWRKY50,AT5G26170
30738,832686,WRKY50,AT5G26170
30739,832687,NA,AT5G26180
30740,832688,NA,AT5G26190
30741,832689,NA,AT5G26200
30742,832690,AL4,AT5G26210
30743,832691,AtGGCT2;1,AT5G26220
30744,832691,GGCT2;1,AT5G26220
30745,832692,MAKR1,AT5G26230
30746,832693,ATCLC-D,AT5G26240
30747,832693,CLC-D,AT5G26240
30748,832694,NA,AT5G26250
30749,832695,NA,AT5G26260
30750,6240530,NA,AT5G26262
30751,832696,NA,AT5G26270
30752,832697,NA,AT5G26280
30753,832698,NA,AT5G26290
30754,832699,NA,AT5G26300
30755,832700,UGT72E3,AT5G26310
30756,832701,NA,AT5G26320
30757,832702,NA,AT5G26330
30758,832703,ATSTP13,AT5G26340
30759,832703,MSS1,AT5G26340
30760,832703,STP13,AT5G26340
30761,832705,NA,AT5G26360
30762,832706,ATGWD3,AT5G26570
30763,832706,OK1,AT5G26570
30764,832706,PWD,AT5G26570
30765,832732,AGL34,AT5G26580
30766,832707,ARR24,AT5G26594
30767,832707,RR24,AT5G26594
30768,832730,NA,AT5G26600
30769,832729,NA,AT5G26610
30770,832727,NA,AT5G26617
30771,832728,NA,AT5G26620
30772,3770734,NA,AT5G26622
30773,832726,NA,AT5G26630
30774,832725,NA,AT5G26640
30775,832724,AGL36,AT5G26650
30776,832723,ATMYB86,AT5G26660
30777,832723,MYB86,AT5G26660
30778,832710,PYR6,AT5G26667
30779,832722,NA,AT5G26670
30780,5008228,NA,AT5G26673
30781,832721,NA,AT5G26680
30782,832720,NA,AT5G26690
30783,832711,NA,AT5G26692
30784,832719,NA,AT5G26700
30785,832718,NA,AT5G26710
30786,832712,NA,AT5G26717
30787,832717,NA,AT5G26720
30788,832716,NA,AT5G26730
30789,832715,NA,AT5G26731
30790,832714,NA,AT5G26740
30791,832713,AtRH3,AT5G26742
30792,832713,emb1138,AT5G26742
30793,832713,RH3,AT5G26742
30794,7922524,NA,AT5G26749
30795,832733,ASKalpha,AT5G26751
30796,832733,ATSK11,AT5G26751
30797,832733,SK,AT5G26751
30798,832734,NA,AT5G26760
30799,832735,NA,AT5G26770
30800,832736,SHM2,AT5G26780
30801,832737,NA,AT5G26790
30802,832738,NA,AT5G26800
30803,2746007,NA,AT5G26805
30804,832739,NA,AT5G26810
30805,832740,ATIREG3,AT5G26820
30806,832740,IREG3,AT5G26820
30807,832740,1-Mar,AT5G26820
30808,832740,RTS3,AT5G26820
30809,832741,NA,AT5G26830
30810,832742,NA,AT5G26840
30811,832743,NA,AT5G26850
30812,832744,LON1,AT5G26860
30813,832744,LON_ARA_ARA,AT5G26860
30814,832746,AGL26,AT5G26880
30815,832747,NA,AT5G26890
30816,832748,AtCDC20.4,AT5G26900
30817,832748,CDC20.4,AT5G26900
30818,832749,TRM8,AT5G26910
30819,832750,CBP60G,AT5G26920
30820,832751,GATA23,AT5G26930
30821,832752,DPD1,AT5G26940
30822,832753,AGL93,AT5G26950
30823,832754,NA,AT5G26960
30824,832755,NA,AT5G26970
30825,832756,ATSYP41,AT5G26980
30826,832756,ATTLG2A,AT5G26980
30827,832756,SYP41,AT5G26980
30828,832757,NA,AT5G26990
30829,832758,ATK4,AT5G27000
30830,832758,KATD,AT5G27000
30831,832759,NA,AT5G27010
30832,832760,NA,AT5G27020
30833,832761,TPR3,AT5G27030
30834,832763,AGL101,AT5G27050
30835,832764,AtRLP53,AT5G27060
30836,832764,RLP53,AT5G27060
30837,832765,AGL53,AT5G27070
30838,832766,AtCDC20.3,AT5G27080
30839,832766,CDC20.3,AT5G27080
30840,832767,AGL54,AT5G27090
30841,832768,ATGLR2.1,AT5G27100
30842,832768,GLR2.1,AT5G27100
30843,832769,NA,AT5G27110
30844,832770,NA,AT5G27120
30845,832771,AGL39,AT5G27130
30846,832772,NA,AT5G27140
30847,832773,AT-NHX1,AT5G27150
30848,832773,ATNHX,AT5G27150
30849,832773,ATNHX1,AT5G27150
30850,832773,NHX1,AT5G27150
30851,832775,NA,AT5G27170
30852,832778,ACP5,AT5G27200
30853,832779,Cand8,AT5G27210
30854,832780,NA,AT5G27220
30855,832781,NA,AT5G27230
30856,6240228,NA,AT5G27238
30857,832782,NA,AT5G27240
30858,6241220,NA,AT5G27247
30859,832784,NA,AT5G27260
30860,832785,EMB976,AT5G27270
30861,832786,NA,AT5G27280
30862,832787,NA,AT5G27290
30863,832788,NA,AT5G27300
30864,832789,NA,AT5G27310
30865,832790,ATGID1C,AT5G27320
30866,832790,GID1C,AT5G27320
30867,832791,NA,AT5G27330
30868,832792,NA,AT5G27340
30869,832794,SFP1,AT5G27350
30870,832795,SFP2,AT5G27360
30871,832796,NA,AT5G27370
30872,832797,AtGSH2,AT5G27380
30873,832797,GSH2,AT5G27380
30874,832797,GSHB,AT5G27380
30875,832798,NA,AT5G27390
30876,5008229,NA,AT5G27395
30877,832799,NA,AT5G27400
30878,832800,NA,AT5G27410
30879,832801,ATL31,AT5G27420
30880,832801,CNI1,AT5G27420
30881,832802,NA,AT5G27430
30882,832803,NA,AT5G27440
30883,832804,MK,AT5G27450
30884,832804,MVK,AT5G27450
30885,832805,NA,AT5G27460
30886,832806,NA,AT5G27470
30887,832808,NA,AT5G27490
30888,3770746,NA,AT5G27495
30889,832811,NA,AT5G27510
30890,832812,AtPNC2,AT5G27520
30891,832812,PNC2,AT5G27520
30892,832813,NA,AT5G27530
30893,832814,emb2473,AT5G27540
30894,832814,MIRO1,AT5G27540
30895,832815,NA,AT5G27550
30896,832816,NA,AT5G27560
30897,832817,AtCDC20.5,AT5G27570
30898,832817,CDC20.5,AT5G27570
30899,832818,AGL89,AT5G27580
30900,832820,ATLACS7,AT5G27600
30901,832820,LACS7,AT5G27600
30902,832822,NA,AT5G27606
30903,832823,ALY1,AT5G27610
30904,832823,ATALY1,AT5G27610
30905,832824,CYCH;1,AT5G27620
30906,832825,ACBP5,AT5G27630
30907,832825,AtACBP5,AT5G27630
30908,832826,ATEIF3B-1,AT5G27640
30909,832826,ATTIF3B1,AT5G27640
30910,832826,EIF3B,AT5G27640
30911,832826,EIF3B-1,AT5G27640
30912,832826,TIF3B1,AT5G27640
30913,832827,NA,AT5G27650
30914,832828,DEG14,AT5G27660
30915,832829,HTA7,AT5G27670
30916,832830,RECQSIM,AT5G27680
30917,832831,NA,AT5G27690
30918,832832,NA,AT5G27700
30919,832833,NA,AT5G27710
30920,832834,emb1644,AT5G27720
30921,832834,LSM4,AT5G27720
30922,832835,NA,AT5G27730
30923,832836,EMB161,AT5G27740
30924,832836,EMB251,AT5G27740
30925,832836,EMB2775,AT5G27740
30926,832836,RFC3,AT5G27740
30927,832837,NA,AT5G27750
30928,832838,NA,AT5G27760
30929,832839,NA,AT5G27770
30930,832840,SAUR75,AT5G27780
30931,832841,NA,AT5G27790
30932,832842,NA,AT5G27800
30933,832843,NA,AT5G27810
30934,832844,NA,AT5G27820
30935,832845,NA,AT5G27830
30936,832846,TOPP8,AT5G27840
30937,832848,NA,AT5G27850
30938,832849,NA,AT5G27860
30939,832850,NA,AT5G27870
30940,832851,NA,AT5G27880
30941,6240698,NA,AT5G27889
30942,832853,NA,AT5G27890
30943,832857,NF-YC8,AT5G27910
30944,832858,NA,AT5G27920
30945,832860,NA,AT5G27930
30946,832861,WPP3,AT5G27940
30947,6240316,NA,AT5G27944
30948,832862,NA,AT5G27945
30949,832864,NA,AT5G27950
30950,832865,AGL90,AT5G27960
30951,832867,NA,AT5G27970
30952,832868,NA,AT5G27980
30953,832869,NA,AT5G27990
30954,832870,NA,AT5G28000
30955,832871,NA,AT5G28010
30956,832872,ATCYSD2,AT5G28020
30957,832872,CYSD2,AT5G28020
30958,832873,DES1,AT5G28030
30959,832874,NA,AT5G28040
30960,832875,GSDA,AT5G28050
30961,832878,NA,AT5G28060
30962,832881,WNK9,AT5G28080
30963,832883,NA,AT5G28090
30964,832890,NA,AT5G28150
30965,832891,NA,AT5G28160
30966,832894,NA,AT5G28180
30967,832895,NA,AT5G28190
30968,832897,NA,AT5G28210
30969,832898,NA,AT5G28220
30970,832901,NA,AT5G28235
30971,2746023,NA,AT5G28237
30972,3770787,NA,AT5G28288
30973,832912,ATNEK3,AT5G28290
30974,832912,NEK3,AT5G28290
30975,832913,NA,AT5G28295
30976,832914,AtGT2L,AT5G28300
30977,832914,GT2L,AT5G28300
30978,832915,NA,AT5G28310
30979,832916,NA,AT5G28320
30980,832919,NA,AT5G28340
30981,832920,NA,AT5G28350
30982,832922,NA,AT5G28370
30983,832923,NA,AT5G28380
30984,832924,NA,AT5G28390
30985,832925,NA,AT5G28400
30986,832927,NA,AT5G28410
30987,832929,NA,AT5G28420
30988,10723119,NA,AT5G28442
30989,832932,NA,AT5G28450
30990,832933,NA,AT5G28460
30991,832934,NA,AT5G28463
30992,832936,NA,AT5G28470
30993,832941,LSH1,AT5G28490
30994,832941,OBO2,AT5G28490
30995,6241081,NA,AT5G28491
30996,832943,NA,AT5G28500
30997,832944,BGLU24,AT5G28510
30998,832945,NA,AT5G28520
30999,832948,FRS10,AT5G28530
31000,832950,BIP1,AT5G28540
31001,832952,NA,AT5G28550
31002,832953,NA,AT5G28560
31003,832956,NA,AT5G28590
31004,832960,NA,AT5G28610
31005,832961,NA,AT5G28615
31006,832962,NA,AT5G28620
31007,832966,NA,AT5G28630
31008,832968,AN3,AT5G28640
31009,832968,ATGIF1,AT5G28640
31010,832968,GIF,AT5G28640
31011,832968,GIF1,AT5G28640
31012,832970,WVD2,AT5G28646
31013,832971,ATWRKY74,AT5G28650
31014,832971,WRKY74,AT5G28650
31015,832972,NA,AT5G28660
31016,832975,ANX2,AT5G28680
31017,832976,NA,AT5G28690
31018,832984,NA,AT5G28720
31019,832985,NA,AT5G28730
31020,832986,NA,AT5G28740
31021,832987,NA,AT5G28750
31022,832990,AtbZIP63,AT5G28770
31023,832990,BZO2H3,AT5G28770
31024,832993,NA,AT5G28780
31025,832997,NA,AT5G28810
31026,832998,NA,AT5G28820
31027,832999,NA,AT5G28823
31028,833001,NA,AT5G28830
31029,833002,GME,AT5G28840
31030,833004,NA,AT5G28850
31031,833008,NA,AT5G28885
31032,833013,NA,AT5G28900
31033,833014,NA,AT5G28910
31034,6240566,NA,AT5G28919
31035,833015,NA,AT5G28920
31036,833021,NA,AT5G28950
31037,833022,NA,AT5G28960
31038,833026,PHL1,AT5G29000
31039,833041,NA,AT5G29050
31040,6241292,NA,AT5G29054
31041,833045,NA,AT5G29070
31042,833050,NA,AT5G29210
31043,833055,NA,AT5G29560
31044,833060,NA,AT5G29613
31045,833061,NA,AT5G29624
31046,833071,NA,AT5G30341
31047,833136,NA,AT5G30490
31048,833073,NA,AT5G30495
31049,833137,GolS10,AT5G30500
31050,833138,ARRPS1,AT5G30510
31051,833138,PRPS1,AT5G30510
31052,833138,RPS1,AT5G30510
31053,833141,NA,AT5G30520
31054,833118,NA,AT5G31412
31055,833203,NA,AT5G32440
31056,833204,NA,AT5G32450
31057,3771028,NA,AT5G32460
31058,833206,NA,AT5G32470
31059,833234,NA,AT5G32590
31060,833244,NA,AT5G32613
31061,3771072,NA,AT5G32619
31062,833279,SRS8,AT5G33210
31063,833300,NA,AT5G33280
31064,833302,XGD1,AT5G33290
31065,833303,NA,AT5G33300
31066,833308,ARAPPT,AT5G33320
31067,833308,CUE1,AT5G33320
31068,833308,PPT,AT5G33320
31069,833309,NA,AT5G33330
31070,833310,CDR1,AT5G33340
31071,833312,NA,AT5G33355
31072,833315,NA,AT5G33370
31073,833329,NA,AT5G33390
31074,833328,NA,AT5G33393
31075,833333,NA,AT5G33406
31076,833348,NA,AT5G33806
31077,833349,NA,AT5G33898
31078,833366,NA,AT5G34581
31079,833376,NA,AT5G34780
31080,5008236,NA,AT5G34828
31081,6240400,NA,AT5G34829
31082,833383,NA,AT5G34830
31083,833406,ATPAP26,AT5G34850
31084,833406,PAP26,AT5G34850
31085,5008234,NA,AT5G34869
31086,833422,NA,AT5G34870
31087,833425,NA,AT5G34881
31088,5008237,NA,AT5G34882
31089,833426,NA,AT5G34883
31090,833427,NA,AT5G34885
31091,833428,NA,AT5G34887
31092,833432,NA,AT5G34905
31093,5008239,NA,AT5G34908
31094,833436,NA,AT5G34930
31095,833437,AtGUS3,AT5G34940
31096,833437,GUS3,AT5G34940
31097,3771237,NA,AT5G35050
31098,6241402,NA,AT5G35069
31099,833459,AtOS9,AT5G35080
31100,833459,OS9,AT5G35080
31101,833460,NA,AT5G35090
31102,833461,NA,AT5G35100
31103,28721214,NA,AT5G35110
31104,833465,NA,AT5G35120
31105,833470,NA,AT5G35160
31106,833471,NA,AT5G35170
31107,833472,NA,AT5G35180
31108,833473,EXT13,AT5G35190
31109,3771256,NA,AT5G35195
31110,833474,NA,AT5G35200
31111,833475,PTM,AT5G35210
31112,833476,AMOS1,AT5G35220
31113,833476,EGY1,AT5G35220
31114,833477,NA,AT5G35230
31115,833484,NA,AT5G35300
31116,833486,NA,AT5G35320
31117,833487,ATMBD2,AT5G35330
31118,833487,MBD02,AT5G35330
31119,833487,MBD2,AT5G35330
31120,833492,MBD12,AT5G35338
31121,833497,CAC2,AT5G35360
31122,833498,NA,AT5G35370
31123,5008240,NA,AT5G35375
31124,833499,NA,AT5G35380
31125,833500,PRK1,AT5G35390
31126,833501,NA,AT5G35400
31127,5008241,NA,AT5G35405
31128,833502,ATSOS2,AT5G35410
31129,833502,CIPK24,AT5G35410
31130,833502,SNRK3.11,AT5G35410
31131,833502,SOS2,AT5G35410
31132,833507,NA,AT5G35430
31133,833508,NA,AT5G35450
31134,833509,NA,AT5G35460
31135,833511,NA,AT5G35475
31136,833512,NA,AT5G35480
31137,833513,ATMRU1,AT5G35490
31138,833513,MRU1,AT5G35490
31139,28721215,NA,AT5G35510
31140,833516,ATMIS12,AT5G35520
31141,833516,MIS12,AT5G35520
31142,833517,NA,AT5G35525
31143,833518,NA,AT5G35530
31144,833519,NA,AT5G35540
31145,833520,ATMYB123,AT5G35550
31146,833520,ATTT2,AT5G35550
31147,833520,MYB123,AT5G35550
31148,833520,TT2,AT5G35550
31149,833521,NA,AT5G35560
31150,833522,NA,AT5G35570
31151,833523,NA,AT5G35580
31152,833524,PAA1,AT5G35590
31153,833525,AtHDA7,AT5G35600
31154,833525,HDA7,AT5G35600
31155,833528,NA,AT5G35603
31156,833529,NA,AT5G35604
31157,833533,NA,AT5G35610
31158,833534,EIF(ISO)4E,AT5G35620
31159,833534,EIF4E2,AT5G35620
31160,833534,eIFiso4E,AT5G35620
31161,833534,LSP,AT5G35620
31162,833534,LSP1,AT5G35620
31163,833535,ATGSL1,AT5G35630
31164,833535,GLN2,AT5G35630
31165,833535,GS2,AT5G35630
31166,833536,NA,AT5G35640
31167,3771291,NA,AT5G35660
31168,833540,iqd33,AT5G35670
31169,833541,NA,AT5G35680
31170,6241056,NA,AT5G35688
31171,833542,NA,AT5G35690
31172,833543,NA,AT5G35695
31173,5008243,NA,AT5G35698
31174,833544,FIM2,AT5G35700
31175,833544,FIM5,AT5G35700
31176,833546,CYP71B8,AT5G35715
31177,833549,NA,AT5G35730
31178,2746139,NA,AT5G35732
31179,833550,NA,AT5G35735
31180,2746141,NA,AT5G35737
31181,833551,NA,AT5G35740
31182,833552,AHK2,AT5G35750
31183,833552,HK2,AT5G35750
31184,833553,NA,AT5G35753
31185,833555,NA,AT5G35760
31186,833556,SAP,AT5G35770
31187,833559,G6PD1,AT5G35790
31188,833567,NA,AT5G35810
31189,833569,NA,AT5G35830
31190,833570,PHYC,AT5G35840
31191,833573,NA,AT5G35870
31192,833575,NA,AT5G35890
31193,833576,LBD35,AT5G35900
31194,833577,NA,AT5G35910
31195,833580,CYP79A3P,AT5G35917
31196,833581,CYP79A4P,AT5G35920
31197,3771311,NA,AT5G35926
31198,833582,NA,AT5G35930
31199,833584,NA,AT5G35940
31200,833585,NA,AT5G35945
31201,833586,NA,AT5G35950
31202,833587,NA,AT5G35960
31203,833589,NA,AT5G35970
31204,833590,YAK1,AT5G35980
31205,833592,NA,AT5G35995
31206,833593,NA,AT5G36000
31207,3771315,NA,AT5G36001
31208,833604,NA,AT5G36080
31209,833606,NA,AT5G36100
31210,833607,CYP716A1,AT5G36110
31211,833608,atylmg3,AT5G36120
31212,833608,CCB3,AT5G36120
31213,833608,YLMG3,AT5G36120
31214,833610,NA,AT5G36130
31215,833611,CYP716A2,AT5G36140
31216,833612,ATPEN3,AT5G36150
31217,833612,PEN3,AT5G36150
31218,833613,NA,AT5G36160
31219,833614,ATPRFB,AT5G36170
31220,833614,HCF109,AT5G36170
31221,833615,scpl1,AT5G36180
31222,833616,NA,AT5G36190
31223,833617,NA,AT5G36200
31224,833618,NA,AT5G36210
31225,833619,CYP81D1,AT5G36220
31226,833619,CYP91A1,AT5G36220
31227,3771323,NA,AT5G36228
31228,833620,NA,AT5G36230
31229,833621,NA,AT5G36240
31230,833622,PP2C74,AT5G36250
31231,833623,NA,AT5G36260
31232,833626,NA,AT5G36280
31233,833627,NA,AT5G36290
31234,3771327,NA,AT5G36300
31235,5008245,NA,AT5G36310
31236,5008246,NA,AT5G36320
31237,5008247,NA,AT5G36330
31238,5008248,NA,AT5G36340
31239,5008249,NA,AT5G36350
31240,5008250,NA,AT5G36360
31241,5008251,NA,AT5G36370
31242,5008252,NA,AT5G36380
31243,5008253,NA,AT5G36390
31244,5008254,NA,AT5G36400
31245,5008255,NA,AT5G36410
31246,5008256,NA,AT5G36420
31247,5008257,NA,AT5G36430
31248,5008258,NA,AT5G36440
31249,5008259,NA,AT5G36450
31250,5008260,NA,AT5G36460
31251,5008261,NA,AT5G36470
31252,5008262,NA,AT5G36480
31253,5008263,NA,AT5G36490
31254,5008264,NA,AT5G36500
31255,5008266,NA,AT5G36520
31256,5008268,NA,AT5G36540
31257,5008269,NA,AT5G36550
31258,5008270,NA,AT5G36657
31259,5008271,NA,AT5G36658
31260,5008272,NA,AT5G36659
31261,5008273,NA,AT5G36661
31262,5008274,NA,AT5G36662
31263,833632,NA,AT5G36670
31264,833633,NA,AT5G36680
31265,833634,NA,AT5G36690
31266,833635,ATPGLP1,AT5G36700
31267,833635,PGLP1,AT5G36700
31268,833636,NA,AT5G36710
31269,833637,NA,AT5G36720
31270,5008275,NA,AT5G36722
31271,833638,NA,AT5G36730
31272,5008277,NA,AT5G36738
31273,5008278,NA,AT5G36739
31274,833643,NA,AT5G36740
31275,833644,NA,AT5G36770
31276,833645,NA,AT5G36780
31277,833646,NA,AT5G36790
31278,833647,NA,AT5G36800
31279,5008279,NA,AT5G36805
31280,833648,NA,AT5G36810
31281,833649,NA,AT5G36820
31282,833654,ATGSL09,AT5G36870
31283,833654,atgsl9,AT5G36870
31284,833654,gsl09,AT5G36870
31285,833654,GSL09,AT5G36870
31286,833655,ACS,AT5G36880
31287,833656,BGLU42,AT5G36890
31288,833657,NA,AT5G36900
31289,833659,THI2.2,AT5G36910
31290,833660,NA,AT5G36920
31291,833661,NA,AT5G36925
31292,833662,NA,AT5G36930
31293,833664,CAT3,AT5G36940
31294,833665,DEG10,AT5G36950
31295,833665,DegP10,AT5G36950
31296,833666,NA,AT5G36960
31297,833667,NHL25,AT5G36970
31298,833668,NA,AT5G36980
31299,833670,NA,AT5G37000
31300,833671,NA,AT5G37010
31301,833672,ARF8,AT5G37020
31302,833672,ATARF8,AT5G37020
31303,833673,NA,AT5G37030
31304,833674,NA,AT5G37040
31305,833675,NA,AT5G37050
31306,833676,ATSWC6,AT5G37055
31307,833676,SEF,AT5G37055
31308,833677,ATCHX24,AT5G37060
31309,833677,CHX24,AT5G37060
31310,833678,NA,AT5G37070
31311,833685,NA,AT5G37130
